attendance,study_hours,sleep_hours,screen_time,assignment_load,exam_frequency,social_interaction,burnout_level
85.51,7.07,7.22,3.73,2,2,6.87,0
65.72,8.36,5.87,8.17,5,2,8.74,0
73.56,5.84,8.75,2.16,4,5,2.26,0
91.08,9.16,4.11,7.37,3,5,4.87,0
72.96,7.54,5.52,5.75,2,5,1.88,0
67.89,9.29,8.61,4.77,3,1,4.51,0
74.71,7.36,5.6,8.9,2,2,1.14,0
91.41,3.92,5.26,8.83,5,5,9.08,0
66.76,5.17,6.67,2.18,5,1,5.74,0
58.69,4.41,8.12,6.88,5,4,8.65,0
85.6,9.36,4.52,4.94,1,4,1.54,0
91.3,8.32,8.72,5.33,2,4,3.05,0
55.03,7.73,7.98,8.66,4,2,3.33,0
61.99,5.11,4.91,4.48,4,1,4.48,0
57.1,4.29,7.56,9.54,5,1,8.23,0
67.4,8.3,5.92,3.44,4,4,4.48,0
72.52,6.32,6.01,7.3,3,3,2.84,0
87.44,4.58,7.92,7.38,2,4,1.58,0
82.56,7.32,8.81,4.02,2,2,1.72,0
81.05,3.28,4.63,4.6,2,4,7.84,0
67.62,5.28,6.1,8.68,3,4,5.0,0
92.07,6.28,6.4,8.09,1,1,7.54,0
73.56,4.04,5.88,4.63,3,4,7.14,0
98.96,9.89,5.82,6.27,2,5,2.22,0
81.71,4.46,4.26,2.49,2,5,2.29,0
56.31,3.91,7.43,3.67,2,3,7.8,0
83.81,4.42,6.18,5.89,4,2,7.49,0
66.26,8.38,4.97,2.69,1,2,4.4,0
84.32,5.98,8.08,8.75,3,1,1.7,0
53.48,6.96,8.01,7.74,2,2,1.11,0
58.74,3.15,6.43,9.55,5,3,3.59,0
92.79,3.24,5.49,7.55,1,5,1.08,0
61.36,6.12,7.19,9.52,5,1,3.07,0
91.85,8.72,5.44,6.44,1,5,4.78,0
63.96,9.2,5.18,6.8,2,3,2.09,0
82.14,3.61,7.65,9.82,1,1,1.94,0
84.71,6.77,4.2,7.14,1,4,9.07,0
75.63,9.39,4.47,2.25,2,2,6.27,0
65.27,5.72,4.03,7.79,5,3,9.41,0
60.63,8.81,4.76,9.24,5,1,4.11,0
51.66,3.94,4.34,8.36,4,5,7.09,0
65.2,9.55,8.98,6.67,5,1,2.84,0
82.66,8.26,5.44,7.37,5,4,6.57,0
96.92,9.59,4.75,9.92,1,3,2.17,0
93.56,7.74,5.2,2.73,4,1,1.02,0
88.3,5.54,8.68,7.34,2,3,9.38,0
89.42,9.57,6.6,4.27,2,3,5.99,0
83.25,4.93,5.82,7.12,3,5,9.34,0
63.01,5.33,8.37,6.86,4,2,4.0,0
95.36,7.91,5.97,3.23,1,4,3.95,0
83.54,8.36,5.68,3.65,3,1,4.61,0
78.02,9.51,5.04,6.97,3,2,7.35,0
55.55,4.43,5.89,3.03,2,5,6.09,0
72.35,8.59,5.58,4.12,5,2,9.33,0
73.02,8.17,7.39,8.68,1,3,1.23,0
93.23,3.45,5.45,4.62,4,3,7.37,0
77.33,5.71,6.89,5.9,3,4,3.97,0
69.02,4.98,4.33,9.53,1,1,2.62,0
98.84,5.13,4.96,3.82,2,1,5.59,0
55.54,9.88,6.04,5.12,3,5,5.55,0
71.13,7.5,8.68,6.85,3,4,2.23,0
52.1,8.02,5.89,8.04,2,1,2.82,0
87.0,9.84,7.32,9.21,2,3,4.67,0
95.9,5.64,5.28,9.32,2,4,4.68,0
64.0,8.61,4.64,8.21,1,2,3.86,0
92.92,6.04,4.29,3.83,1,4,2.34,0
64.61,9.09,5.53,2.2,1,4,1.04,0
95.54,4.26,4.79,5.07,5,1,9.73,0
87.7,9.63,4.87,3.13,3,5,9.49,0
90.25,4.53,7.8,7.68,1,5,5.35,0
50.9,5.28,4.08,7.29,5,1,9.96,0
98.14,8.29,6.79,2.35,3,1,7.06,0
86.33,5.76,5.9,8.69,1,1,1.62,0
65.24,7.26,6.53,3.99,2,5,2.06,0
91.47,6.11,6.81,5.46,4,1,9.24,0
64.08,8.2,5.57,7.34,1,2,6.67,0
93.64,4.6,5.48,5.44,4,2,8.59,0
55.63,3.41,7.67,5.53,1,3,9.08,0
85.18,5.1,8.36,2.53,2,2,5.03,0
77.03,6.32,4.96,5.21,4,4,1.44,0
54.83,4.18,4.49,8.12,5,3,2.69,0
62.09,5.48,8.49,9.32,2,2,1.6,0
50.62,5.8,5.75,5.31,4,4,2.7,0
73.44,3.4,6.76,5.39,4,2,4.69,0
65.06,7.08,5.8,7.62,2,4,2.06,0
79.92,9.19,4.63,9.54,2,1,2.5,0
64.86,4.06,6.95,4.14,2,4,5.01,0
65.0,7.18,6.63,5.52,3,1,4.06,0
87.16,7.65,5.01,8.37,5,4,5.21,0
52.41,5.94,6.26,6.88,1,4,4.86,0
95.14,7.91,7.98,2.88,4,2,6.8,0
92.61,5.88,6.95,7.02,1,4,9.43,0
83.39,6.53,4.48,3.49,2,2,1.97,0
79.66,3.05,6.74,6.08,5,4,1.89,0
94.62,7.84,7.51,6.23,5,5,8.68,0
59.27,7.63,7.96,9.01,3,3,5.56,0
53.95,3.27,7.15,5.7,2,2,7.9,0
61.98,5.58,4.76,4.24,4,2,2.94,0
89.73,9.85,7.55,3.85,3,1,8.46,0
51.73,5.95,7.39,8.99,2,5,9.31,0
79.14,6.51,4.12,3.37,3,1,6.72,0
99.77,9.37,6.06,5.41,1,5,1.95,0
92.78,8.02,5.66,3.5,2,5,9.06,0
76.07,7.07,7.35,8.19,4,4,8.13,0
53.18,8.58,5.08,5.79,4,1,7.76,0
91.57,9.05,6.95,4.81,2,3,1.33,0
79.95,6.2,8.57,4.89,3,5,8.19,0
55.75,6.33,7.99,8.82,5,5,2.24,0
54.69,5.7,8.61,6.43,2,2,3.0,0
95.48,9.77,8.89,7.74,4,4,6.19,0
83.46,7.88,4.05,9.18,1,3,3.38,0
91.46,3.58,7.11,9.21,4,5,6.95,0
93.95,9.04,6.06,4.63,5,2,6.47,0
78.59,6.36,8.3,9.62,4,1,1.97,0
75.87,3.48,5.26,2.2,5,5,6.9,0
71.52,6.85,8.91,5.01,2,2,9.32,0
65.85,5.92,7.07,9.17,4,1,2.45,0
71.73,9.14,7.97,4.2,3,4,6.37,0
88.69,4.43,4.43,4.18,3,1,4.08,0
80.1,8.79,4.92,4.42,4,5,5.14,0
94.63,6.9,7.79,6.9,4,3,3.58,0
72.17,3.38,4.11,5.51,1,1,4.19,0
80.35,9.8,8.08,7.81,4,3,1.26,0
81.57,6.59,4.07,9.16,1,3,9.83,0
79.58,5.04,7.29,7.39,1,1,6.62,0
85.13,6.29,5.83,3.64,1,4,5.51,0
61.87,9.01,7.06,9.46,1,1,4.45,0
75.62,5.13,7.48,4.12,2,2,5.85,0
55.21,4.35,5.71,3.2,3,3,4.42,0
69.23,3.9,4.54,2.72,1,5,4.24,0
74.38,5.09,4.35,6.51,3,3,5.18,0
82.61,8.46,6.94,2.91,1,5,3.48,0
97.53,6.3,6.6,3.11,3,2,2.62,0
80.03,4.59,7.71,4.4,4,2,6.01,0
87.18,4.16,6.55,4.25,4,2,8.58,0
75.31,5.33,6.11,6.83,3,1,2.38,0
81.71,9.58,5.99,8.53,1,3,1.29,0
53.55,5.4,4.13,8.09,2,5,3.22,0
62.72,9.92,5.68,4.1,3,2,9.82,0
68.09,6.4,8.88,3.96,5,2,8.46,0
73.62,4.25,8.37,9.73,2,5,6.36,0
52.28,9.24,5.65,2.07,5,3,9.36,0
57.0,6.22,6.94,9.04,3,3,5.01,0
63.84,7.97,8.24,3.6,1,5,9.85,0
98.58,9.89,6.21,9.58,5,4,3.67,0
66.57,3.35,4.09,4.74,3,3,3.16,0
74.1,3.68,4.37,5.52,2,5,6.74,0
59.8,8.04,6.55,7.66,1,5,4.4,0
80.54,4.97,8.85,6.7,5,2,6.64,0
64.03,4.29,7.47,4.54,3,5,3.74,0
60.35,3.28,4.35,6.43,1,1,6.56,0
75.83,3.15,4.95,7.85,1,2,3.48,0
50.28,8.42,7.86,2.34,4,2,1.46,0
50.38,3.94,8.21,2.09,1,3,9.21,0
60.95,6.27,7.09,5.66,3,4,8.95,0
51.84,7.24,7.22,3.05,2,3,9.74,0
55.4,6.0,4.14,7.31,4,1,7.45,0
66.94,3.19,8.14,3.71,3,2,7.14,0
90.13,8.48,7.94,5.46,3,2,6.03,0
78.6,3.07,5.3,3.58,3,5,2.13,0
75.63,8.33,7.54,6.39,5,4,2.7,0
64.67,9.25,5.07,2.93,5,4,3.61,0
96.59,6.03,4.2,2.18,2,5,9.01,0
69.85,6.75,5.01,2.41,3,1,2.56,0
54.35,6.34,4.89,9.63,5,4,9.31,0
80.85,5.72,5.69,3.14,5,2,5.71,0
55.69,9.21,6.09,7.67,5,1,7.44,0
67.26,9.26,6.54,2.54,2,3,1.99,0
75.37,5.35,6.38,2.87,2,3,3.42,0
93.71,7.31,5.35,6.07,3,1,9.63,0
74.68,9.49,4.15,5.72,4,2,3.4,0
85.11,9.73,7.03,9.61,3,3,3.67,0
99.64,6.56,5.98,9.56,5,2,2.78,0
56.57,6.17,5.49,8.24,5,5,2.16,0
63.74,4.95,8.33,6.82,1,4,3.1,0
69.73,9.71,7.73,5.64,3,1,6.78,0
71.09,4.0,8.29,4.85,5,4,5.1,0
70.55,7.06,6.47,9.58,5,5,5.98,0
95.38,4.98,4.65,6.82,4,3,2.1,0
85.7,4.95,7.48,6.63,1,2,8.22,0
80.4,5.83,5.03,3.86,3,2,8.06,0
65.47,9.99,6.21,2.37,2,5,1.19,0
91.19,3.38,4.33,9.56,3,1,4.45,0
97.75,7.05,8.13,4.51,3,4,1.62,0
91.06,3.58,4.63,5.54,4,3,8.13,0
50.08,4.08,8.52,2.92,3,1,7.64,0
81.82,6.08,8.32,8.7,4,5,9.12,0
52.56,6.57,6.32,2.22,4,5,3.13,0
62.88,4.81,7.72,8.67,5,2,5.11,0
52.98,5.22,7.1,3.12,2,3,2.66,0
80.19,3.61,8.02,9.09,4,1,4.34,0
84.33,5.12,6.16,7.84,1,2,5.7,0
55.72,9.77,7.93,3.32,1,3,1.48,0
69.19,9.61,6.31,6.53,2,4,7.43,0
72.81,5.34,8.7,4.5,4,4,5.89,0
68.45,7.0,6.43,3.43,2,2,8.46,0
56.05,9.37,6.31,8.87,5,1,3.45,0
70.95,3.04,7.93,5.23,1,3,9.13,0
87.56,8.67,8.11,5.19,3,4,9.99,0
53.55,9.64,6.77,3.36,1,4,9.27,0
54.01,3.64,4.9,5.06,4,1,8.0,0
67.74,4.13,6.34,8.97,2,2,8.31,0
97.09,9.73,8.84,4.91,1,5,6.16,0
83.43,6.76,7.76,9.61,3,3,2.71,0
83.93,3.1,8.06,9.57,3,4,7.09,0
68.1,4.8,4.16,3.16,2,5,7.41,0
79.68,6.15,6.34,3.42,2,1,9.87,0
50.51,7.85,7.23,8.9,1,2,5.87,0
81.8,8.13,8.15,5.14,4,3,3.44,0
95.66,9.97,4.25,2.03,5,1,7.15,0
80.63,5.01,8.26,4.19,3,2,9.81,0
93.68,6.77,6.74,6.78,2,1,2.59,0
86.2,6.73,4.99,8.39,5,4,3.93,0
56.03,5.84,5.59,3.07,5,4,5.88,0
95.12,4.18,5.41,2.88,5,5,2.53,0
53.32,9.84,6.65,9.38,4,1,1.2,0
76.7,8.97,4.26,8.01,2,4,4.03,0
57.11,6.49,4.79,6.72,3,2,8.79,0
50.59,7.22,8.06,8.15,2,5,1.39,0
71.1,4.59,4.66,5.43,1,3,4.86,0
64.75,6.81,5.17,8.07,3,1,7.86,0
74.3,7.86,6.27,4.97,2,4,9.58,0
78.86,6.61,6.59,3.95,3,2,9.87,0
52.19,9.93,7.82,7.83,1,1,4.8,0
56.15,7.28,6.24,5.36,3,2,9.55,0
77.93,5.6,7.95,9.85,5,5,1.32,0
67.16,8.41,7.09,4.8,4,4,7.71,0
86.46,4.19,4.57,9.37,1,4,6.78,0
82.61,5.69,4.78,9.46,3,5,3.25,0
92.28,5.43,6.19,3.93,1,2,5.57,0
84.62,6.02,5.98,8.39,5,1,2.17,0
71.5,8.47,7.72,5.46,4,2,8.84,0
83.65,6.39,6.9,9.34,1,1,4.22,0
63.77,8.56,5.94,5.6,5,5,6.63,0
65.32,7.04,4.85,7.95,5,3,2.43,0
89.45,5.39,5.13,5.74,5,1,2.86,0
72.32,8.67,6.88,3.82,3,4,9.93,0
89.92,4.67,6.12,3.59,2,4,7.78,0
91.12,4.57,6.57,5.4,1,4,9.66,0
92.88,6.53,4.85,8.04,2,2,3.66,0
95.83,4.83,7.31,6.84,5,2,2.48,0
71.55,3.06,8.26,7.51,2,2,5.53,0
65.94,7.54,5.29,4.26,5,4,5.45,0
79.11,6.58,6.46,5.85,5,1,2.57,0
68.56,6.12,8.88,2.36,4,4,7.6,0
80.05,9.77,5.67,8.54,4,1,4.26,0
85.28,7.0,6.98,9.92,2,2,2.68,0
84.42,9.04,4.45,5.26,1,3,3.99,0
68.73,3.98,7.03,2.09,2,2,6.07,0
58.34,6.98,4.45,3.36,1,5,7.54,0
71.53,9.08,8.8,7.22,2,1,5.34,0
57.13,7.08,7.58,6.9,3,3,5.73,0
94.5,8.03,7.94,8.3,3,2,2.25,0
67.29,5.6,7.52,4.03,1,3,9.23,0
57.72,3.65,6.95,8.11,4,4,9.36,0
51.27,6.21,6.25,7.5,1,1,7.15,0
82.29,5.76,8.29,4.58,2,5,1.16,0
81.85,9.07,8.78,6.36,5,4,5.83,0
67.03,4.71,6.5,3.18,3,3,6.66,0
53.59,9.77,8.66,5.62,5,2,9.95,0
70.48,9.71,6.92,9.05,3,1,9.96,0
65.56,4.73,6.69,5.37,2,5,8.72,0
83.86,5.44,6.27,8.72,3,2,1.57,0
80.29,9.27,5.05,6.72,1,5,9.58,0
68.23,9.77,4.02,3.54,5,1,6.51,0
60.89,6.1,5.21,6.65,5,3,8.21,0
99.4,5.25,6.55,6.05,2,5,4.66,0
72.7,6.68,5.9,5.19,5,1,3.88,0
84.41,7.81,6.24,2.96,2,5,5.17,0
57.03,4.91,8.9,5.33,4,2,2.32,0
74.28,8.16,5.75,2.58,1,5,4.21,0
51.38,3.36,6.26,2.79,3,2,8.72,0
75.27,3.35,4.67,5.33,3,2,1.34,0
98.2,5.7,4.24,4.44,3,1,2.36,0
69.21,5.47,7.88,9.4,4,4,2.13,0
51.95,5.21,6.85,5.01,1,5,4.63,0
51.55,6.44,7.8,8.06,5,3,9.97,0
69.4,5.25,4.75,6.24,5,2,2.56,0
58.0,4.35,6.86,7.63,1,4,2.31,0
51.17,5.17,5.27,4.08,1,2,9.24,0
87.81,9.82,5.14,9.54,3,4,8.94,0
72.93,5.88,4.06,6.24,5,4,1.29,0
64.46,6.11,4.65,8.65,1,3,7.77,0
95.0,7.04,5.55,4.92,5,4,6.9,0
55.81,9.88,4.58,2.8,1,3,7.91,0
97.8,4.69,8.93,7.39,2,1,5.45,0
65.7,7.77,5.54,2.06,3,2,9.92,0
94.42,8.01,4.65,5.8,1,3,1.39,0
80.15,7.25,5.0,3.54,4,2,3.11,0
91.34,3.62,6.94,7.02,1,5,4.57,0
99.2,7.74,4.32,9.84,2,1,5.05,0
64.42,3.45,8.31,5.72,4,5,9.29,0
98.06,7.17,8.81,8.54,4,5,6.04,0
69.47,8.18,5.23,6.06,1,4,1.41,0
69.28,4.48,6.25,5.97,2,4,4.67,0
67.02,8.89,4.11,9.44,4,5,4.75,0
77.07,3.21,7.2,9.12,3,4,9.69,0
57.71,8.91,6.07,8.29,3,2,6.39,0
77.69,6.22,5.35,4.37,5,4,6.72,0
77.09,4.52,5.03,6.36,5,5,7.42,0
88.1,3.94,7.27,3.79,2,4,7.93,0
91.68,9.67,6.08,5.55,4,4,6.72,0
72.02,3.51,4.9,5.87,3,3,3.13,0
65.12,4.39,7.45,8.65,3,3,8.87,0
62.97,5.43,6.83,9.17,2,5,7.59,0
59.73,7.34,8.29,5.32,4,2,7.68,0
52.88,6.81,4.59,2.14,2,1,9.97,0
67.12,3.88,7.93,8.89,1,1,8.22,0
63.51,5.03,7.37,3.39,3,5,8.46,0
98.32,4.67,4.58,6.98,2,2,9.56,0
77.89,4.49,7.47,2.2,2,2,2.36,0
67.36,5.88,6.21,5.2,1,2,5.48,0
79.02,7.93,8.72,9.89,5,3,6.23,0
56.96,4.52,4.71,2.81,3,5,3.96,0
72.2,5.57,7.21,5.39,2,1,8.55,0
81.31,5.74,5.91,4.46,3,2,7.86,0
74.44,9.84,8.78,9.24,5,5,7.49,0
70.09,9.68,5.65,8.95,2,1,9.97,0
99.69,8.6,8.81,3.9,1,3,3.33,0
94.02,4.69,8.51,2.65,3,4,7.62,0
81.17,3.48,5.35,7.02,1,1,5.96,0
78.47,5.22,8.02,4.69,5,1,3.82,0
81.03,4.87,8.98,7.38,5,1,2.45,0
60.07,6.54,5.26,2.26,3,4,9.06,0
69.76,8.44,6.18,3.07,5,2,6.36,0
51.97,9.01,6.6,7.49,4,4,8.42,0
73.78,8.91,5.47,3.7,3,1,5.91,0
77.15,5.52,4.08,8.86,4,3,2.98,0
61.39,7.81,5.1,2.47,5,1,4.04,0
98.2,5.19,5.41,3.72,3,3,4.43,0
95.47,3.43,6.22,9.99,4,5,9.76,0
86.11,7.91,4.86,5.46,5,3,1.05,0
76.67,3.07,8.37,7.62,2,1,9.87,0
93.5,5.86,7.52,3.46,2,4,9.82,0
56.53,5.31,4.43,6.88,1,1,9.97,0
89.53,7.85,7.25,7.81,2,1,5.29,0
56.24,8.36,7.27,4.52,4,5,9.67,0
89.71,5.13,8.78,8.63,2,2,4.56,0
63.79,8.68,4.02,6.83,3,1,1.24,0
93.85,5.06,5.24,5.11,3,5,3.02,0
97.2,6.12,8.64,6.46,3,4,9.51,0
57.44,8.09,8.66,6.61,2,5,1.12,0
73.13,7.85,7.6,3.32,2,5,5.91,0
99.05,9.91,7.83,5.22,1,3,1.68,0
74.17,4.58,4.46,4.75,5,2,3.58,0
93.18,7.64,6.57,5.21,1,2,1.79,0
79.44,7.27,5.16,8.09,4,4,8.74,0
68.77,9.41,4.91,5.86,3,5,6.32,0
64.29,4.09,8.05,9.52,2,4,9.12,0
60.16,8.26,4.68,4.35,5,4,7.2,0
88.09,6.98,6.34,5.33,5,2,9.74,0
69.33,4.92,8.69,8.3,2,2,5.59,0
75.56,6.32,4.93,6.37,1,2,6.75,0
74.62,5.34,8.89,6.38,5,1,6.19,0
78.86,7.06,8.97,2.43,1,5,5.36,0
93.28,9.22,6.78,5.19,2,4,8.61,0
99.04,6.99,4.85,4.17,1,5,6.8,0
70.38,7.42,5.58,9.99,3,4,8.21,0
91.38,6.63,6.12,4.47,2,4,8.08,0
88.23,3.36,5.55,9.08,2,4,2.72,0
78.68,4.63,5.4,7.41,5,4,6.85,0
97.8,6.44,8.86,4.73,5,3,2.8,0
60.02,5.17,4.77,6.35,5,3,6.25,0
55.46,4.27,7.67,8.72,3,1,7.1,0
92.7,6.53,4.0,9.07,3,2,9.98,0
71.96,5.26,6.98,3.28,4,4,1.27,0
92.35,4.81,8.58,4.72,2,5,1.82,0
94.65,6.25,5.44,4.68,5,3,1.69,0
53.12,3.93,4.93,2.34,2,2,4.59,0
94.17,9.49,7.26,6.79,1,1,8.39,0
72.42,9.07,7.56,8.84,3,2,8.6,0
75.52,7.95,7.44,5.05,4,4,7.63,0
81.33,3.74,5.6,7.92,1,2,9.07,0
96.32,8.43,5.26,7.02,2,4,3.91,0
50.96,8.66,8.78,5.01,3,3,1.79,0
73.84,8.37,8.62,3.13,5,3,1.52,0
84.39,3.8,6.29,7.67,1,4,8.67,0
86.14,7.51,8.23,8.84,3,5,7.57,0
84.63,8.84,6.26,7.49,2,3,7.29,0
56.72,7.04,6.12,2.14,2,5,4.06,0
64.97,7.52,4.78,3.73,1,4,4.42,0
67.94,6.21,6.13,2.56,1,4,9.62,0
90.22,6.7,6.69,6.56,1,3,1.57,0
63.94,3.24,4.11,8.05,4,5,7.96,0
60.54,7.47,6.22,2.88,5,4,3.79,0
97.87,3.57,7.91,8.71,3,3,1.35,0
50.44,6.05,7.4,6.44,2,4,7.68,0
99.89,5.05,7.18,7.52,2,2,3.98,0
83.84,6.82,8.55,9.77,5,2,7.5,0
91.42,3.93,4.09,2.67,1,3,7.37,0
64.73,7.84,6.79,9.21,1,4,5.81,0
50.72,8.57,7.94,3.01,2,3,8.0,0
86.89,4.14,6.71,5.14,5,1,6.23,0
91.71,3.73,5.62,8.81,2,3,3.58,0
87.02,4.02,4.68,9.25,1,3,7.61,0
57.14,9.14,8.44,6.05,3,2,6.3,0
87.67,6.7,6.35,6.75,1,2,1.11,0
88.45,6.27,8.39,7.67,3,4,9.11,0
82.93,3.75,6.93,8.66,4,3,5.91,0
88.31,7.55,7.37,2.97,5,3,8.82,0
92.3,9.08,8.02,8.48,4,4,8.94,0
80.68,8.8,7.3,5.85,1,5,5.0,0
54.43,7.38,5.99,5.6,5,4,5.57,0
74.38,3.53,6.57,5.39,1,2,4.74,0
53.88,3.79,8.02,6.07,5,2,5.04,0
70.38,3.35,5.87,9.56,5,3,9.06,0
70.36,4.8,5.94,6.39,1,2,8.09,0
53.3,3.95,4.48,9.63,1,4,2.14,0
67.44,4.82,8.57,3.44,5,3,6.49,0
55.55,5.7,4.46,7.79,5,4,9.96,0
90.41,9.6,7.24,8.5,1,4,6.36,0
97.38,7.27,6.07,7.43,1,3,8.07,0
53.62,8.84,6.03,6.86,2,5,7.92,0
97.76,7.97,7.4,6.52,2,2,4.15,0
76.13,3.79,4.34,8.89,2,1,4.35,0
64.98,8.15,6.97,8.57,4,1,7.52,0
53.84,4.93,7.86,2.98,5,1,5.5,0
75.03,7.47,8.14,8.79,3,2,6.14,0
89.73,5.39,4.85,5.31,4,5,7.42,0
85.35,9.98,8.49,4.03,5,4,8.0,0
52.51,4.84,7.28,8.96,3,3,3.44,0
53.65,4.95,8.41,5.46,2,5,2.32,0
70.14,9.51,6.43,8.47,3,1,3.63,0
64.76,3.17,6.71,4.11,1,2,5.57,0
61.62,7.88,8.6,2.03,1,2,4.08,0
64.05,8.08,8.5,5.96,5,3,6.12,0
90.17,8.85,6.24,2.8,4,4,1.48,0
96.46,9.82,5.37,8.04,2,5,5.59,0
70.26,9.83,5.97,4.21,5,5,4.31,0
95.31,3.46,5.94,5.55,2,5,5.81,0
66.07,8.75,5.43,2.7,1,4,4.8,0
73.82,7.52,5.34,4.29,4,4,3.56,0
61.3,7.53,8.31,8.25,4,4,9.14,0
82.02,3.9,4.35,3.21,1,3,2.66,0
98.95,7.55,7.39,7.18,3,2,7.13,0
80.17,9.88,4.86,9.34,4,1,9.32,0
67.89,9.38,5.72,7.44,3,4,5.85,0
82.39,6.07,4.31,8.49,2,2,8.89,0
56.15,3.28,5.35,2.87,4,4,2.12,0
94.43,5.54,7.84,4.01,1,1,5.44,0
75.15,8.78,8.43,9.16,3,4,5.11,0
72.47,7.91,5.11,7.72,2,2,1.07,0
79.29,6.22,6.32,7.12,2,3,4.99,0
81.24,3.39,6.35,7.31,4,1,4.32,0
53.59,5.99,8.37,5.31,4,2,7.03,0
84.13,6.28,7.81,2.36,5,5,9.44,0
62.1,9.5,6.57,8.28,5,5,1.77,0
85.7,7.49,7.35,7.43,4,5,3.95,0
91.13,5.18,8.24,5.78,5,3,5.0,0
90.2,6.68,4.05,9.2,1,4,5.1,0
77.63,3.46,6.01,4.69,1,4,7.97,0
76.01,9.81,8.54,4.35,5,4,4.99,0
57.14,5.52,7.7,8.98,4,3,1.24,0
88.77,6.35,6.71,8.38,1,5,7.39,0
63.57,5.49,6.65,6.12,2,4,8.96,0
74.83,7.78,5.74,3.05,4,3,5.63,0
64.21,7.64,6.6,3.72,3,3,6.23,0
56.69,8.01,7.28,7.25,3,2,2.47,0
81.48,4.88,6.09,5.08,4,4,2.99,0
52.72,5.21,7.57,8.69,5,5,3.12,0
87.43,3.88,8.31,9.6,1,1,4.88,0
65.88,7.59,4.77,8.45,1,3,9.35,0
50.01,3.28,6.26,5.02,4,2,5.7,0
75.56,7.18,6.04,8.31,2,1,2.73,0
52.34,9.09,7.44,4.81,5,3,3.39,0
63.81,9.24,5.25,3.34,2,2,4.46,0
85.35,6.14,7.2,2.27,4,4,6.61,0
53.13,6.22,8.39,5.09,4,2,4.96,0
91.97,3.54,6.09,9.23,2,3,4.53,0
50.19,7.7,8.56,3.91,3,4,6.08,0
62.34,8.75,8.97,3.65,4,5,3.18,0
87.05,4.71,4.53,9.76,5,2,1.71,0
65.81,5.95,5.17,2.2,2,1,1.22,0
55.09,8.87,8.75,8.29,3,4,3.26,0
68.01,9.14,8.79,4.57,2,4,1.82,0
63.52,4.7,4.49,2.3,3,5,4.03,0
92.14,6.85,4.07,9.34,3,2,7.96,0
65.67,4.35,4.81,3.12,5,1,7.45,0
89.45,3.71,8.98,6.41,4,5,6.5,0
94.59,9.38,4.9,4.19,3,2,8.67,0
71.69,8.74,6.51,2.52,4,1,3.54,0
95.5,8.32,8.24,2.4,5,1,8.97,0
68.87,3.34,4.1,2.92,4,3,4.59,0
98.2,8.91,7.02,2.57,1,1,4.61,0
54.46,6.07,5.39,8.08,3,2,4.65,0
84.35,5.4,8.31,5.88,5,5,1.88,0
74.69,6.83,5.42,4.74,2,5,9.78,0
69.38,3.64,7.43,5.35,5,3,2.25,0
81.64,8.3,7.37,9.43,3,2,4.07,0
85.19,7.08,5.11,9.29,5,1,3.87,0
50.22,4.31,4.17,7.73,2,3,1.67,0
58.35,4.32,6.05,9.08,1,4,2.37,0
85.65,4.29,5.45,4.56,3,2,1.4,0
83.32,3.4,8.04,5.05,3,3,3.63,0
98.3,7.11,8.0,6.91,5,5,8.8,0
88.05,8.88,6.29,6.99,4,3,4.05,0
97.54,3.12,7.03,5.85,4,4,2.11,0
85.13,3.34,7.02,5.21,2,2,6.81,0
64.9,7.01,8.14,9.89,1,3,9.97,0
55.27,8.74,6.13,8.57,1,1,3.09,0
89.09,5.29,5.38,5.48,5,2,3.52,0
82.21,5.45,5.33,7.82,5,3,9.75,0
52.41,7.17,6.68,4.16,4,3,2.61,0
68.0,4.92,6.25,2.8,1,2,5.6,0
97.84,3.19,6.2,4.82,1,5,3.16,0
75.02,8.15,4.46,5.22,1,1,9.39,0
71.64,7.38,7.59,2.13,2,2,9.83,0
72.88,7.07,5.07,8.52,2,1,8.33,0
60.44,8.19,4.98,4.87,5,1,3.83,0
68.44,7.73,6.06,6.64,4,2,4.63,0
68.49,4.44,5.14,2.59,3,3,3.18,0
52.62,5.47,6.92,3.4,4,5,9.02,0
88.38,3.88,5.86,9.12,2,1,9.23,0
70.83,3.91,6.24,6.87,2,1,4.77,0
91.11,7.73,6.69,9.6,5,3,6.91,0
92.52,9.01,5.02,9.99,3,2,2.49,0
60.6,9.74,4.78,4.97,1,5,4.91,0
82.87,7.4,8.4,4.39,3,1,6.68,0
73.61,4.29,6.17,8.87,3,1,4.47,0
94.01,3.74,6.06,9.99,3,2,4.22,0
60.79,8.69,4.18,7.04,5,3,1.01,0
83.89,7.05,6.49,8.36,2,4,8.24,0
80.39,7.33,6.77,8.25,1,3,9.0,0
64.77,8.47,6.79,4.84,3,1,9.73,0
56.83,7.92,7.54,6.59,1,1,7.47,0
82.58,8.84,4.89,8.66,3,5,5.94,0
86.93,3.39,5.26,7.5,2,3,3.42,0
65.78,8.23,8.05,2.17,1,4,9.99,0
82.24,8.96,8.74,4.69,4,5,6.31,0
69.76,5.0,4.68,3.16,2,4,7.13,0
85.66,7.48,6.49,3.86,1,5,7.14,0
59.96,5.2,5.07,9.24,3,3,8.61,0
94.51,9.71,4.3,2.3,3,1,1.09,0
64.37,3.23,5.63,3.76,2,4,2.98,0
68.39,7.06,4.72,4.48,2,3,6.99,0
52.9,4.17,7.55,6.94,3,4,9.06,0
